idx,平台,昵称,频道链接,地区,粉丝数,是否游戏,类目,置信度,AI 判断理由,阶段
1733,Youtube,Fun time with Krish,https://www.youtube.com/@krishandfamily,加拿大,6350,否,Other,中,Family channel; likely non-gaming focused.,A
1717,Youtube,TableTop Live,https://www.youtube.com/@TableTopLive,加拿大,5040,否,Other,中,"TableTop Live likely board games, not video gaming.",A
1781,Youtube,The Wong Reviewer,https://www.youtube.com/@TheWongReviewer,加拿大,4730,否,Other,中,Reviewer suggests review content; gaming unclear.,A
1802,Youtube,遊戲迷小宗寳,https://www.youtube.com/@TAIWANgameCrazyBoy,加拿大,4080,否,Other,中,Taiwan game enthusiast but no specific game focus evident.,A
1801,Youtube,Rebox,https://www.youtube.com/@LetsRebox,加拿大,3380,否,Other,中,Generic name; insufficient gaming signal.,A
1755,Youtube,Just a Geeky Dad,https://www.youtube.com/@JustAGeekyDad,加拿大,3160,否,Other,中,Family/dad content; gaming may be secondary.,A
1754,Youtube,Can You Run It?,https://www.youtube.com/@CanYou.,加拿大,2550,否,Other,中,PC performance/compatibility channel; not primarily gaming content.,A
1706,Youtube,Tabletop Bellhop,https://www.youtube.com/@TabletopBellhop,加拿大,1920,否,Other,中,"Tabletop suggests board games, not video gaming.",A
1711,Youtube,Adventures with Peps: Hobby Channel,https://www.youtube.com/@AdventureswithPeps,加拿大,1880,否,Other,中,Hobby channel; likely non-gaming focused.,A
1773,Youtube,GameLogic,https://www.youtube.com/@GameLogicWasTaken,加拿大,1590,否,Other,中,GameLogic suggests gaming but handle unclear.,A
1693,Youtube,Tech Asylum,https://www.youtube.com/@VRAsylum,加拿大,1440,否,Other,中,"VR tech, not gaming-primary",A
1841,Youtube,Breaker Family,https://www.youtube.com/@BreakerFamily,加拿大,1410,否,Other,中,"Family channel; About page shows generic content, no gaming indicators.",B-confirmed-other
1718,Youtube,Demo Gaming,https://www.youtube.com/@DemoGaming_,加拿大,1340,否,Other,中,Demo Gaming generic; insufficient category specificity.,A
1794,Youtube,Kylewercoir gaming,https://www.youtube.com/@Kylewercoirgaming,加拿大,1100,否,Other,中,Gaming handle present but unclear primary focus.,A
1705,Youtube,Mista Rau Gaming,https://www.youtube.com/@MistaRauGaming,加拿大,814,否,Other,中,Gaming in name but no specific game/genre indicated.,A
1777,Youtube,AdrielBGaming,https://www.youtube.com/@AdrielBGaming,加拿大,560,否,Other,中,Gaming handle present but very low followers; unclear focus.,A
1863,Youtube,Josh_Gaming\u0026Talking,https://www.youtube.com/@JoshGAT,台湾,9990,否,Other,中,Gaming & talking content; too general to classify.,A
1864,Youtube,游戏啊哔,https://www.youtube.com/@%E6%B8%B8%E6%88%8F%E5%95%8A%E5%93%94,台湾,9380,否,Other,中,Game-related name but no specific genre identified.,A
1862,Youtube,Muz,https://www.youtube.com/@MuztheGamer,台湾,8680,否,Other,中,Handle suggests gaming but name alone insufficient.,A
1847,Youtube,Sartiz Gaming 遊戲談,https://www.youtube.com/@Sartiz,台湾,5640,否,Other,中,Gaming discussion channel but no specific game focus.,A
1859,Youtube,Hec的遊戲評測,https://www.youtube.com/@hec8135,台湾,5460,否,Other,中,Game review channel name suggests gaming but no specific genre.,A
1851,Youtube,Oro$ign.,https://www.youtube.com/@orosign,台湾,2890,否,Other,中,Handle unclear; insufficient gaming signal in name.,A
1856,Youtube,Koorui_official,https://www.youtube.com/@koorui_official,台湾,2350,否,Other,中,"Brand/tech company channel, likely product reviews.",A
2454,Youtube,Fun with Khubaib,https://www.youtube.com/@funwithkhubaib,巴基斯坦,9910,否,Other,中,"Fun/entertainment focus, no specific gaming indicator.",A
2326,Youtube,Droid Legend,https://www.youtube.com/@droidlegendyt,巴基斯坦,8140,否,Other,中,"Droid Legend suggests tech/Android content, not gaming-focused.",A
2359,Youtube,Asif Gamer,https://www.youtube.com/@AsifGamerOfficial,巴基斯坦,7690,否,Other,中,Gamer in name but no specific game type evident.,A
2349,Youtube,8 TECH GAMER,https://www.youtube.com/@8TECHGAMER,巴基斯坦,7610,否,Other,中,"Tech gamer suggests tech reviews, not gaming-focused.",A
2511,Youtube,Mohsin Zafar TV,https://www.youtube.com/@MohsinZafarTV,巴基斯坦,6250,否,Other,中,"TV channel name, likely entertainment or vlog content.",A
2341,Youtube,Waqas ,https://www.youtube.com/@Waqasvlog44,巴基斯坦,6010,否,Other,中,"Vlog suffix suggests lifestyle/vlog content, not gaming-focused.",A
2371,Youtube,Pakistani Gamer,https://www.youtube.com/@pakistanigamer2470,巴基斯坦,5780,否,Other,中,Pakistani gamer but no specific game type evident.,A
2361,Youtube,OneMan YT Gaming Channel Official,https://www.youtube.com/@onemanyt861,巴基斯坦,5620,否,Other,中,Gaming channel but no specific game type evident.,A
2336,Youtube,GM Afzal Academy,https://www.youtube.com/@afzalacademy9387,巴基斯坦,5050,否,Other,中,Academy suffix suggests educational/tutorial content.,A
2502,Youtube,AKJNETWORK,https://www.youtube.com/@akjnetwork,巴基斯坦,4800,否,Other,中,"Network name, unclear gaming focus from handle alone.",A
2385,Youtube,TheGamyman,https://www.youtube.com/@theGamyman,巴基斯坦,4560,否,Other,中,Gamyman suggests gaming but no specific game type.,A
2368,Youtube,Hidek Gaming,https://www.youtube.com/@HidekGamingOfficial,巴基斯坦,4340,否,Other,中,Gaming in name but no specific game indicated.,A
2303,Youtube,THE KING LEARNING,https://www.youtube.com/@thekinglearning,巴基斯坦,4210,否,Other,中,"Learning-focused channel, likely educational non-gaming content.",A
2344,Youtube,Friends Club Tech,https://www.youtube.com/@FriendsClubkg,巴基斯坦,3280,否,Other,中,"Tech suffix suggests tech channel, not gaming-focused.",A
2512,Youtube,Mr XC,https://www.youtube.com/@Mrxc95,巴基斯坦,2780,否,Other,中,"Generic name, no gaming signal.",A
2451,Youtube,AJK MAFIA,https://www.youtube.com/@AJKMAFIA302,巴基斯坦,2340,否,Other,中,"Mafia name suggests entertainment/vlog, unclear gaming focus.",A
2250,Youtube,S 4 SHAZY,https://www.youtube.com/@desivlogs2116,巴基斯坦,2120,否,Other,中,"Desi vlogs suggests lifestyle/vlog content, not gaming-focused.",A
2487,Youtube,Major Dice,https://www.youtube.com/@majordice8957,巴基斯坦,2030,否,Other,中,Dice suggests gaming but unclear focus.,A
2475,Youtube,Game Masters,https://www.youtube.com/@GameMasters380,巴基斯坦,1540,否,Other,中,Game Masters suggests gaming but unclear focus.,A
2363,Youtube,MAROOF GAMING YT,https://www.youtube.com/@Maroofgamingyt786,巴基斯坦,1410,否,Other,中,Gaming in name but no specific game type evident.,A
2364,Youtube,letsplayagame,https://www.youtube.com/@letsplayagame266,巴基斯坦,1380,否,Other,中,Generic gaming name; no specific game indicated.,A
2357,Youtube,XP GAMING 48 ,https://www.youtube.com/@xpgaming488,巴基斯坦,1360,否,Other,中,Gaming in handle but XP generic; unclear game focus.,A
2499,Youtube,Bukhari Gaming,https://www.youtube.com/@Bukharigaming5,巴基斯坦,1350,否,Other,中,"Gaming in name but very small channel, unclear.",A
2360,Youtube,More Gaming,https://www.youtube.com/@moregaming-eb5ro,巴基斯坦,1320,否,Other,中,Gaming in name but no specific genre indicated.,A
2476,Youtube,Mr Ahsan Plays,https://www.youtube.com/@mrahsanplay,巴基斯坦,1260,否,Other,中,Plays suggests gaming but insufficient signal.,A
2358,Youtube,HNO Gamerz,https://www.youtube.com/@HNOGamerz,巴基斯坦,1100,否,Other,中,Gamerz in name but no specific game indicated.,A
2507,Youtube,MR BABA YT,https://www.youtube.com/@MRBABAYT0,巴基斯坦,1040,否,Other,中,"Generic name, no clear gaming indicator.",A
2312,Youtube,24 Colours Productions,https://www.youtube.com/@24ColoursProductions,巴基斯坦,961,否,Other,中,"Productions company name suggests creative/media, not gaming-focused.",A
2468,Youtube,GAMERISM,https://www.youtube.com/@GAMERISM,巴基斯坦,687,否,Other,中,Gamerism suggests gaming but very small channel.,A
2362,Youtube,Dread Gamer,https://www.youtube.com/@DreadGamerOfficial,巴基斯坦,594,否,Other,中,Gamer in name but no specific game indicated.,A
2367,Youtube,Faysal Pro Gaming,https://www.youtube.com/@faysalprogaming,巴基斯坦,584,否,Other,中,Pro gaming in name but no specific game type.,A
2461,Youtube,Mobile Island,https://www.youtube.com/@MobileIsland,巴基斯坦,562,否,Other,中,"Mobile Island suggests tech/mobile, not gaming.",A
2506,Youtube,Umair-Studio21,https://www.youtube.com/@umair-studio2192,巴基斯坦,543,否,Other,中,"Studio name, insufficient gaming signal.",A
2457,Youtube,Prider's Gaming,https://www.youtube.com/@PridersGaming,巴基斯坦,514,否,Other,中,"Gaming in name but very small channel, unclear focus.",A
6,Youtube,Kamo Game,https://www.youtube.com/@KamoGame,德国,7520,否,Other,中,Kamo Game suggests gaming but no specific genre indicators.,A
36,Youtube,UNDERDOG GAMEZ,https://www.youtube.com/@UnderDog-GameZ,德国,7200,否,Other,中,UNDERDOG GAMEZ suggests gaming but no specific genre identifiable.,A
86,Youtube,Shurtock Games,https://www.youtube.com/@shurtockgames,德国,6460,否,Other,中,"Shurtock Games unclear, possibly gaming but uncertain",A
20,Youtube,SledgerPlays,https://www.youtube.com/@SledgerPlaysYT,德国,4510,否,Other,中,SledgerPlays suggests gaming but no specific genre identifiable.,A
26,Youtube,STRATEGY GAMES,https://www.youtube.com/@STRATEGYGAMES8787,德国,4450,否,Other,中,STRATEGY GAMES suggests gaming but could be board games or other.,A
39,Youtube,AmigoTV,https://www.youtube.com/@TWITCHAmigoTV,德国,4370,否,Other,中,AmigoTV with Twitch handle suggests streaming but no gaming genre.,A
42,Youtube,DerGameGamer,https://www.youtube.com/@DerGameGamer,德国,2120,否,Other,中,DerGameGamer suggests gaming but no specific genre identifiable.,A
34,Youtube,Amourka • gaming ,https://www.youtube.com/@1amourka,德国,1370,否,Other,中,Amourka gaming suggests gaming but no specific genre.,A
31,Youtube,RePu1980,https://www.youtube.com/@RePu1980,德国,1190,否,Other,中,"Virtual Reality channel, VR-focused but not specifically game-centric.",B-confirmed-other
29,Youtube,MRO__Gaming,https://www.youtube.com/@mro__gaming1841,德国,999,否,Other,中,MRO__Gaming suggests gaming but no specific genre identifiable.,A
46,Youtube,Mello,https://www.youtube.com/@Twitch_Mello,德国,668,否,Other,中,Mello with Twitch handle suggests streaming but no gaming genre.,A
749,Youtube,Gaming With Jeff,https://www.youtube.com/@gamingwithjeff,美国,10000,否,Other,中,Gaming With Jeff could be gaming but generic name.,A
205,Youtube,The Roesbery Adventures,https://www.youtube.com/@theroesberyadventures,美国,9820,否,Other,中,Adventure travel channel; not gaming-focused.,A
295,Youtube,Jarboe Gaming,https://www.youtube.com/@JarboeGaming,美国,9720,否,Other,中,Gaming in name but generalist approach unclear.,A
968,Youtube,RuflessCat,https://www.youtube.com/@RuflessCat,美国,9400,否,Other,中,"Handle unclear, could be gaming but no confirmation",A
592,Youtube,TheRealBrandonHall,https://www.youtube.com/@therealbrandonhall,美国,9270,否,Other,中,TheRealBrandonHall personal name; likely vlog/lifestyle.,A
521,Youtube,Garynych Gameplay,https://www.youtube.com/@GarynychGameplay,美国,9110,否,Other,中,Gameplay in name but no genre specified.,A
655,Youtube,Daryle ,https://www.youtube.com/@daryle177,美国,8900,否,Other,中,Generic name; insufficient signal for gaming classification.,A
586,Youtube,KingAfsheen,https://www.youtube.com/@KingAfsheen,美国,8790,否,Other,中,KingAfsheen generic; no gaming signal.,A
467,Youtube,ashsnapem,https://www.youtube.com/@ashsnapem,美国,8750,否,Other,中,Generic handle 'ashsnapem' with no gaming context.,A
1089,Youtube,BZB TV,https://www.youtube.com/@BZBTVchannel,美国,8490,否,Other,中,"Generic initials, insufficient gaming indicators",A
1090,Youtube,Aleks Kost,https://www.youtube.com/@AleksKost,美国,8490,否,Other,中,"Personal name, no clear gaming focus",A
1315,Youtube,Chrispy,https://www.youtube.com/@Chrispy420,美国,8490,否,Other,中,"Personal name, no clear gaming signal",A
1063,Youtube,MuneerTV,https://www.youtube.com/@MuneerTV_,美国,8350,否,Other,中,"Generic channel name, insufficient gaming signals",A
537,Youtube,Badboygamingfordads,https://www.youtube.com/@Badboygamingfordads,美国,8200,否,Other,中,Gaming for dads; likely casual/family gaming.,A
565,Youtube,Altered Component,https://www.youtube.com/@AlteredComponent,美国,8200,否,Other,中,"Altered Component suggests tech/hardware, not gaming.",A
675,Youtube,Sam Fournier,https://www.youtube.com/@SamFournier,美国,8040,否,Other,中,Personal name; likely lifestyle/vlog content.,A
744,Youtube,cCara Game,https://www.youtube.com/@cCaraGame,美国,8010,否,Other,中,cCara Game could be gaming but insufficient confirmation.,A
218,Youtube,Gamerbloo,https://www.youtube.com/@Gamerbloo,美国,7950,否,Other,中,Gamerbloo could be gaming but name is unclear/non-standard.,A
153,Youtube,Man Vs Deer,https://www.youtube.com/@manvsdeer,美国,7940,否,Other,中,"Likely outdoor/nature content, not gaming.",A
1502,Youtube,Eddie Hates Reactions,https://www.youtube.com/@EddieHatesReactions,美国,7870,否,Other,中,"Reaction channel, no clear gaming focus indicated.",A
400,Youtube,JreidFilms,https://www.youtube.com/@JreidFilms,美国,7700,否,Other,中,"Film/vlog creator, no gaming signal detected.",A
1620,Youtube,Gaming Central,https://www.youtube.com/@GamingcentralIn,美国,7700,否,FPS/Other,中,Gaming Central suggests gaming but too generic.,A
1466,Youtube,WizardPhD,https://www.youtube.com/@WizardPhD,美国,7690,否,Other,中,"PhD title suggests educational/academic content, not gaming.",A
1656,Youtube,KleverTube,https://www.youtube.com/@klevertube9435,美国,7570,否,Other,中,"Generic name, insufficient gaming signal",A
1345,Youtube,DUkaa gaming,https://www.youtube.com/@DUkaagamingSL,美国,7520,否,Other,中,Gaming tag present but unclear primary focus,A
280,Youtube,VR Your Friends,https://www.youtube.com/@VRYourFriends,美国,7380,否,Other,中,VR gaming content but limited detail.,A
1398,Youtube,Double Jump,https://www.youtube.com/@DoubleJump,美国,7380,否,Other,中,Double Jump gaming reference but channel unclear.,A
351,Youtube,Gamer plays,https://www.youtube.com/@gamerplays3315,美国,7270,否,Other,中,Generic 'Gamer plays' handle lacks specific game indicators.,A
953,Youtube,PoisonRain,https://www.youtube.com/@PoisonRain,美国,7240,否,Other,中,Handle could be gaming-related but no clear game reference,A
1637,Youtube,Junior Dynamic VS Horror,https://www.youtube.com/@juniordynamicvshorror,美国,7210,否,Other,中,"Horror content, gaming unclear.",A
656,Youtube,F2 JR ,https://www.youtube.com/@f2jr,美国,7010,否,Other,中,Unclear abbreviation; no clear gaming indicator.,A
112,Youtube,Radiant Gaming,https://www.youtube.com/@ourradiantgaming,美国,6970,否,Other,中,Radiant Gaming could be gaming but no specific game reference.,A
123,Youtube,TruGamer4Realz,https://www.youtube.com/@TruGamer4Realz,美国,6850,否,Other,中,Gamer in name but no specific game reference.,A
1575,Youtube,GlockStarRage,https://www.youtube.com/@GlockStarRage,美国,6810,否,Other,中,"Glock/rage suggests entertainment or lifestyle, not gaming.",A
451,Youtube,NurvsyVR,https://www.youtube.com/@NurvsyVR,美国,6780,否,Other,中,VR in name but no gaming indicators; likely VR tech/experience content.,A
712,Youtube,Gizmo Hub,https://www.youtube.com/@GizmoHub,美国,6760,否,Other,中,"Gizmo Hub suggests tech gadgets/reviews, not gaming-focused.",A
670,Youtube,Samiccus,https://www.youtube.com/@Samiccus,美国,6540,否,Other,中,Unclear name; no clear gaming indicator.,A
581,Youtube,Vegas,https://www.youtube.com/@VegasDL,美国,6510,否,Other,中,Vegas generic name; no gaming signal.,A
457,Youtube,MsWarmie,https://www.youtube.com/@mswarmie,美国,6500,否,Other,中,Generic handle 'MsWarmie' with no gaming signals.,A
485,Youtube,Artégious,https://www.youtube.com/@ArtegiousYT,美国,6480,否,Other,中,"Artégious suggests art/creative, not gaming-focused.",A
1267,Youtube,Crash Course Hobbies,https://www.youtube.com/@CrashCourseHobbies,美国,6410,否,Other,中,"Hobbies channel, gaming unclear from name.",A
557,Youtube,HeroHayden47,https://www.youtube.com/@HeroHayden47,美国,6400,否,Other,中,HeroHayden name unclear; no strong gaming signal.,A
244,Youtube,SvyatGaming,https://www.youtube.com/@svyatgaming,美国,6280,否,Other,中,SvyatGaming could be gaming but name is unclear.,A
488,Youtube,BAHO STUDIO tv,https://www.youtube.com/@BAHOSTUDIOtv,美国,6100,否,Other,中,"BAHO STUDIO generic studio name, no gaming signals.",A
1674,Youtube,Tell Tale Sudhama,https://www.youtube.com/@telltalesudhama9576,美国,6050,否,Other,中,"Story/narrative content, not gaming",A
1501,Youtube,The Reluctant Gringo,https://www.youtube.com/@TheReluctantGringo,美国,5700,否,Other,中,"Travel/lifestyle vlog channel, not gaming-related.",A
1309,Youtube,灣狼,https://www.youtube.com/@CoveWolf,美国,5690,否,Other,中,"Chinese name, no clear gaming signal",A
823,Youtube,KaleahVR,https://www.youtube.com/@KaleahVR,美国,5590,否,Other,中,"VR in name suggests VR content, unclear if gaming-focused.",A
910,Youtube,M Naeem Gamerz,https://www.youtube.com/@MNaeemgamerz02,美国,5570,否,Other,中,Gamerz in name but too generic to confirm gaming focus.,A
1333,Youtube,Moto,https://www.youtube.com/@MotoRespawns,美国,5560,否,Other,中,"Moto Respawns unclear, insufficient signal",A
561,Youtube,JZthekid,https://www.youtube.com/@JZthekid,美国,5480,否,Other,中,JZthekid generic; no clear gaming indicator.,A
674,Youtube,xBert,https://www.youtube.com/@xBertz,美国,5450,否,Other,中,Generic gaming-style handle; unclear focus.,A
577,Youtube,Inglebard Gaming,https://www.youtube.com/@InglebardGaming,美国,5440,否,Other,中,Inglebard Gaming suggests gaming but no genre signal.,A
1335,Youtube,Fringe-Patriot-Gaming,https://www.youtube.com/@FringePatriotGaming,美国,5440,否,Other,中,"Patriot gaming unclear, political focus likely",A
1500,Youtube,Midnight Medium,https://www.youtube.com/@MidnightMedium,美国,5410,否,Other,中,"Midnight Medium suggests spirituality/paranormal, not gaming-focused.",A
1329,Youtube,Karaoke in the fast lane ,https://www.youtube.com/@JM0gaming,美国,5400,否,Other,中,"Karaoke focus, gaming tag unclear",A
1260,Youtube,Complete Geek TV,https://www.youtube.com/@CompleteGeekTV,美国,5350,否,Other,中,'Geek TV' suggests entertainment but not specifically gaming.,A
784,Youtube,عالم الألعاب,https://www.youtube.com/@world_games1,美国,5330,否,Other,中,Arabic 'world of games' but unclear if video gaming.,A
1523,Youtube,How To Social,https://www.youtube.com/@quickasthat,美国,5320,否,Other,中,"Social/how-to content, not gaming-focused.",A
1265,Youtube,The Landi Lodge,https://www.youtube.com/@TheLandiLodge,美国,5290,否,Other,中,"Lodge/location name, no gaming indicators.",A
489,Youtube,MrGG,https://www.youtube.com/@MrGG,美国,5190,否,Other,中,"MrGG generic handle, insufficient gaming context.",A
990,Youtube,HardNox,https://www.youtube.com/@officialhardnox,美国,5070,否,Other,中,HardNox could be gaming but no clear signals,A
418,Youtube,Studio Streamz35,https://www.youtube.com/@Iconicgamer1,美国,4970,否,FPS/Other,中,"Iconic gamer handle suggests gaming, likely FPS or general.",A
107,Youtube,Tactics With Joe,https://www.youtube.com/@TacticsWithJoe,美国,4880,否,Other,中,Tactics could be gaming but unclear without more context.,A
1425,Youtube,Tita Den's-TNK,https://www.youtube.com/@titadens,美国,4870,否,Other,中,"Personal name with initials, no gaming signal.",A
978,Youtube,Lexilynstar,https://www.youtube.com/@Lexilynstar,美国,4820,否,Other,中,"Personal name, no clear gaming signals",A
1033,Youtube,Silhouette Gaming,https://www.youtube.com/@SilhouetteGaming1,美国,4790,否,Other,中,Gaming in name but no specific genre identified.,A
181,Youtube,orey ,https://www.youtube.com/@oreyfit,美国,4780,否,Other,中,"Fitness focus (oreyfit), not gaming-related.",A
969,Youtube,TheDOMinoEffect,https://www.youtube.com/@thedominoeffecttt,美国,4710,否,Other,中,"Domino effect reference, likely not gaming",A
269,Youtube,Break Time Gaming,https://www.youtube.com/@BreakTimeGaming,美国,4680,否,Other,中,"Break time gaming is vague, likely casual gaming.",A
1115,Youtube,supermoonsparkles,https://www.youtube.com/@supermoonsparkles,美国,4660,否,Other,中,"Sparkles/entertainment name, insufficient gaming signal.",A
1108,Youtube,dani dani dani,https://www.youtube.com/@danipass0s,美国,4560,否,Other,中,"Repetitive name, insufficient gaming indicators.",A
570,Youtube,86’d,https://www.youtube.com/@x86ed,美国,4420,否,Other,中,86'd unclear; likely not gaming-focused.,A
1143,Youtube,IllegallySighted,https://www.youtube.com/@IllegallySighted,美国,4350,否,Other,中,"Unclear content type, insufficient gaming signal.",A
705,Youtube,GamingNation,https://www.youtube.com/@GamingNationOfficial,美国,4330,否,Other,中,GamingNation is generic; could be gaming but no specific game signal.,A
660,Youtube,キンブウチャ,https://www.youtube.com/@Kimbuucha,美国,4290,否,Other,中,Japanese name; unclear gaming connection.,A
1617,Youtube,WarrRam,https://www.youtube.com/@WarrRam,美国,4240,否,Other,中,"Name unclear, insufficient gaming signal.",A
594,Youtube,Kelfka Gaming,https://www.youtube.com/@KelfkaGaming,美国,4220,否,Other,中,Kelfka Gaming suggests gaming but no genre signal.,A
213,Youtube,Listopia Central,https://www.youtube.com/@ListopiaCentral,美国,4210,否,Other,中,Listopia suggests list/ranking content; not gaming-focused.,A
580,Youtube,Gene_BeGreatTv,https://www.youtube.com/@gene_begreattv,美国,4190,否,Other,中,Gene_BeGreatTv unclear; likely lifestyle/motivation.,A
1411,Youtube,Clarissa,https://www.youtube.com/@ClarissaEvergarden,美国,4160,否,Other,中,"Personal name, no gaming indicators.",A
748,Youtube,cd's gaming,https://www.youtube.com/@cdsgaming-c5o,美国,4120,否,Other,中,cd's gaming could be gaming but generic name.,A
732,Youtube,thidasketchbook,https://www.youtube.com/@thidasketchbook,美国,4050,否,Other,中,"thidasketchbook indicates art/drawing, not gaming-focused.",A
1308,Youtube,Kinetic Ultra.,https://www.youtube.com/@ultraurchin,美国,4000,否,Other,中,"Name unclear, insufficient gaming indicators",A
1348,Youtube,Shadowxx25,https://www.youtube.com/@Shadowxx25,美国,3980,否,Other,中,"Personal name, no gaming context",A
1570,Youtube,Mustang Media,https://www.youtube.com/@MustangMediaSHS,美国,3940,否,Other,中,"Mustang media suggests entertainment/production, not gaming.",A
188,Youtube,Sakura Saga,https://www.youtube.com/@SakuraSagaJapan,美国,3840,否,Other,中,"Sakura Saga Japan suggests anime/culture, not gaming.",A
147,Youtube,Mixed and Nerdy,https://www.youtube.com/@mixed_and_nerdy,美国,3810,否,Other,中,Nerdy could indicate gaming but unclear.,A
551,Youtube,Cosmonautic,https://www.youtube.com/@Cosmxnautic,美国,3700,否,Other,中,Cosmonautic name unclear; no gaming signal.,A
1578,Youtube,AGN,https://www.youtube.com/@AscendedGaming777,美国,3700,否,Other,中,"AGN/AscendedGaming unclear, but 'gaming' in handle suggests possible gaming content.",A
1326,Youtube,McSnuckems,https://www.youtube.com/@McSnuckems,美国,3620,否,Other,中,"Personal name, no gaming indicators",A
262,Youtube,CO-OP FOR TWO,https://www.youtube.com/@COOPFORTWO,美国,3600,否,Other,中,Co-op suggests gaming but unclear without more info.,A
1319,Youtube,Amped Up,https://www.youtube.com/@AmpdUpHouse,美国,3590,否,Other,中,"Amped Up House, likely music/lifestyle not gaming",A
568,Youtube,RT365,https://www.youtube.com/@RT365,美国,3580,否,Other,中,RT365 unclear; no gaming indicator.,A
1652,Youtube,ThaBlackCobra,https://www.youtube.com/@ThaBlackCobra,美国,3540,否,Other,中,"Handle unclear, likely not gaming-primary",A
1467,Youtube,Gabrysia Zun,https://www.youtube.com/@missgabiz,美国,3510,否,Other,中,Personal name suggests lifestyle/vlog content.,A
1394,Youtube,Do You Nerd?,https://www.youtube.com/@DoYouNerd,美国,3480,否,Other,中,Nerd culture but no specific gaming signal.,A
532,Youtube,LV1 Gaming,https://www.youtube.com/@LV1Gaming20,美国,3470,否,Other,中,Gaming in name but no genre specified.,A
1468,Youtube,HypeCityShow,https://www.youtube.com/@HypeCityShow,美国,3390,否,Other,中,"City/show theme suggests entertainment/lifestyle, not gaming.",A
1328,Youtube,Uneedmoremeds Gaming,https://www.youtube.com/@Uneedmoremeds,美国,3380,否,Other,中,"Meds reference, likely not gaming-focused",A
275,Youtube,The Tutorial Lab,https://www.youtube.com/@TheTutorialLab,美国,3370,否,Other,中,Tutorial lab could be gaming but unclear.,A
1561,Youtube,Drama Brothers LTD ( 1 ),https://www.youtube.com/@dramabrothersltd32,美国,3360,否,Other,中,"Drama brothers suggests entertainment/comedy, not gaming.",A
190,Youtube,ISLAND GAMING with J,https://www.youtube.com/@islandgamingwithj,美国,3340,否,Other,中,"Island Gaming suggests gaming but handle unclear, low confidence.",A
179,Youtube,Karla \u0026 Kiko Adventures,https://www.youtube.com/@KarlaKikoAdventures,美国,3330,否,Other,中,"Adventures vlog, likely travel/lifestyle not gaming.",A
277,Youtube,Less Than Professional Gaming,https://www.youtube.com/@LessThanProfessionalGaming,美国,3320,否,Other,中,Gaming in name but vague without more context.,A
1111,Youtube,PixelxKitten,https://www.youtube.com/@PixelxKitten,美国,3270,否,Casual/Other,中,"Pixel reference suggests gaming, but unclear if primary focus.",A
1410,Youtube,Spiffy Jake,https://www.youtube.com/@spiffyjake,美国,3260,否,Other,中,"Personal name, no clear gaming signal.",A
677,Youtube,Corruption Connection,https://www.youtube.com/@CorruptionConnection,美国,3250,否,Other,中,Unclear topic; no gaming signal.,A
1313,Youtube,Budgetiers,https://www.youtube.com/@Budgetiers,美国,3250,否,Other,中,"Budgetiers unclear, insufficient gaming signal",A
1274,Youtube,Aleg Reviews,https://www.youtube.com/@alegreviews,美国,3240,否,Other,中,"Reviews channel, gaming unclear from name.",A
667,Youtube,ItsJustMeNai,https://www.youtube.com/@ItsJustMeNai,美国,3220,否,Other,中,Personal handle; insufficient gaming signal.,A
685,Youtube,Kateri,https://www.youtube.com/@KateriYT,美国,3220,否,Other,中,Personal name; insufficient gaming signal.,A
410,Youtube,Wet Socks Entertainment,https://www.youtube.com/@WetSocksEntertainment,美国,3150,否,Other,中,"Entertainment name, no gaming signal detected.",A
613,Youtube,Switch209Gaming,https://www.youtube.com/@switch209gaming,美国,3120,否,Other,中,Switch209Gaming suggests Nintendo but unclear focus,A
1203,Youtube,Nerdthusiast,https://www.youtube.com/@Nerdthusiast,美国,3120,否,Other,中,Nerdthusiast is vague; could be gaming but unclear from name alone.,A
292,Youtube,Just Magikarp ,https://www.youtube.com/@JustMagikarp,美国,3090,否,Other,中,Magikarp reference suggests Pokemon but unclear.,A
1150,Youtube,RiCH RAGE ,https://www.youtube.com/@richragenj,美国,3090,否,Other,中,Name suggests gaming but no clear game focus signal.,A
1517,Youtube,BIZON,https://www.youtube.com/@bizon-tech,美国,3030,否,Other,中,"Tech channel (bizon-tech), not gaming-focused.",A
569,Youtube,Gameruu,https://www.youtube.com/@Gameruu,美国,3010,否,Other,中,Gameruu suggests gaming but no specific genre.,A
1334,Youtube,Intrusive Thoughts with Squealer D ,https://www.youtube.com/@SquealerD,美国,3010,否,Other,中,"Podcast name, not gaming-focused",A
208,Youtube,80s Dude TV,https://www.youtube.com/@80sDudeTV,美国,2980,否,Other,中,"80s nostalgia content; likely music/TV, not gaming.",A
1045,Youtube,Champion Gaming House,https://www.youtube.com/@championgaminghouse8750,美国,2960,否,Other,中,Gaming in name but no specific game/genre indicated.,A
672,Youtube,lowkeymental,https://www.youtube.com/@lowkeymental,美国,2850,否,Other,中,"Mental health/lifestyle focus, not gaming.",A
599,Youtube,Laf Pack,https://www.youtube.com/@lafpack92,美国,2730,否,Other,中,Laf Pack unclear; likely comedy/lifestyle content.,A
1253,Youtube,Mason Burnheart,https://www.youtube.com/@MasonBurnheart,美国,2720,否,Other,中,Name suggests content creator but no gaming signal.,A
1464,Youtube,I Am Root Co.,https://www.youtube.com/@iamrootbrand,美国,2690,否,Other,中,"Brand name suggests lifestyle/business content, not gaming.",A
